LABID,Genetic_ID,SEX,species,Latitude,Longitude,Chiv_2002_strata,Chiv2002_Strata Symbol,Strata_final,Strata_fine scale,Crossman_strata,AK_STRATA_1,AK_STRATA_2,AK_STRATA_3,Wcoast1,Wcoast2,Wcoast3,Wcoast4,Wcoast4_num,AK1_USwest,AK2_USwest,AK3_USwest,AK3_Wcoast3,AK3_Wcoast4,Num_AK3_WC4,AK3_WC4_num,Geog_sort,Crossman1,Crossman2,sample_Notes,PM_strata_notes,Haplotypes
441,441,M,Ppho,49.316666,-124.25,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
1056,1056,M,Ppho,49.316666,-124.316666,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
7041,7041,F,Ppho,49.5,-124.333333,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,Ppho_Pdal hybrid (Kim Parsons),,CR16
false_58,DFO46442,,Ppho,49.364,-124.428,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
7061,7061,M,Ppho,49.366666,-124.433333,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
false_20,AHC111641,,Ppho,49.357,-124.437,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
false_43,DFO4065,,Ppho,49.804,-124.527,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
false_5,AHC09-02921,,Ppho,49.848,-124.534,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
7035,7035,M,Ppho,49.866666,-124.566666,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
442,442,F,Ppho,49.533333,-124.616666,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
443,443,M,Ppho,49.533333,-124.616666,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
1055,1055,M,Ppho,49.4,-124.616666,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
1079,1079,F,Ppho,49.4,-124.616666,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
7058,7058,F,Ppho,49.5,-124.683333,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
false_12,AHC11-150,,Ppho,49.58,-124.797,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR03
7023,7023,F,Ppho,50.05,-124.9,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
7024,7024,M,Ppho,50.05,-124.9,,,,,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
7032,7032,M,Ppho,49.65,-124.916666,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR16
false_60,DFO4723,,Ppho,49.662,-124.928,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,changed from San_Juan_Is,CR16
false_49,DFO4242,,Ppho,49.671,-124.934,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR72
false_41,DFO3974,,Ppho,49.92,-125.184,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
1078,1078,F,Ppho,50,-125.2,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
7029,7029,F,Ppho,50,-125.2,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
7034,7034,F,Ppho,50,-125.2,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
false_55,DFO4497,,Ppho,50.027,-125.239,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
false_66,DFO5738,,Ppho,50.029,-125.243,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
157166,LBL07-07,,Ppho,50.286,-125.35,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
false_7,AHC10-1618,,Ppho,50.127,-125.36,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR02
false_104,LBL98-15,,Ppho,50.456,-126.083,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR12
false_29,DFO2788,,Ppho,50.684,-126.691,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR21
false_61,DFO4819,,Ppho,50.779,-126.7,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
false_85,LBL07-09,,Ppho,50.59,-127.101,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
184834,184834,U,Ppho,57.3298,-135.8604,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,
42191,42191,F,Ppho,48.75,-122.483333,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR03
7081,7081,M,Ppho,48.533333,-122.633333,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR02
7067,7067,F,Ppho,48.4,-122.683333,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR14
false_10,AHC100516,,Ppho,48.744,-122.72,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR13
157144,DFO4024,,Ppho,49.019,-122.808,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,26_San_Juan_Is,,16,Inside,Strait_of_Georgia,,,CR72
9489,9489,M,Ppho,48.6,-122.916666,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,new priority 1,,CR03
false_1,AHC03-2356,,Ppho,48.454,-122.937,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR03
40235,40235,F,Ppho,48.7118,-122.9496,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR03
false_80,LBL00-31,,Ppho,48.45,-122.963,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR03
7083,7083,M,Ppho,48.483333,-122.966666,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR06
7042,7042,M,Ppho,48.533333,-123,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR01
7069,7069,M,Ppho,48.5,-123,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,new priority 1,,CR10
34541,34541,F,Ppho,48.583333,-123,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR03
34542,34542,F,Ppho,48.516666,-123,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR01
34544,34544,F,Ppho,48.4615,-123.0193,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR03
false_2,AHC06-02388,,Ppho,48.071,-123.027,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR144
34550,34550,M,Ppho,48.458,-123.0366,San Juan Is.,SJ,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR01
7080,7080,M,Ppho,48.1,-123.083333,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR07
34545,34545,F,Ppho,48.166666,-123.133333,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,new priority 1,,CR06
false_102,LBL95-01,,Ppho,48.321,-123.158,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,changed from Strait_of_Georgia,CR11
false_90,LBL10-04,,Ppho,48.798,-123.243,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR06
false_89,LBL09-11,,Ppho,48.746,-123.264,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR38
7039,7039,M,Ppho,48.45,-123.283333,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR03
7047,7047,F,Ppho,48.4,-123.283333,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR02
false_76,LBL00-25,,Ppho,48.437,-123.291,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR153
false_70,LBL00-18,,Ppho,48.457,-123.293,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR38
false_19,AHC11-2200,,Ppho,48.411,-123.313,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR03
false_44,DFO4098,,Ppho,48.417,-123.317,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR150
false_57,DFO4635,,Ppho,48.408,-123.336,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR32
false_18,AHC11-2199,,Ppho,48.407,-123.339,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR14
false_69,LBL00-17,,Ppho,48.41,-123.34,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR03
157155,DFO4838,,Ppho,48.408,-123.341,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,P dal with P pho haplotype,,CR02
false_81,LBL0016,,Ppho,48.41,-123.341,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_45,DFO4104,,Ppho,48.407,-123.345,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR13
false_82,LBL03-15,,Ppho,48.403,-123.348,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR03
false_42,DFO4064,,Ppho,48.406,-123.353,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR12
false_93,LBL10-09,,Ppho,48.405,-123.359,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR12
157142,LBL10-23,,Ppho,48.406,-123.365,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,16,Inside,San_Juan_Is,,,CR01
7052,7052,M,Ppho,48.416666,-123.366666,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR03
7055,7055,F,Ppho,48.416666,-123.366666,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR01
false_13,AHC11-1643,,Ppho,48.408,-123.367,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_92,LBL10-08,,Ppho,48.407,-123.368,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR38
false_39,DFO3819,,Ppho,48.417,-123.37,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_100,LBL10-25,,Ppho,48.408,-123.372,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR02
false_101,LBL10-26,,Ppho,48.423,-123.373,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR03
false_33,DFO3410,,Ppho,48.409,-123.378,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
157146,AHC11-1945,,Ppho,48.412,-123.381,,,,,,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,16,Inside,San_Juan_Is,,,CR14
false_63,DFO5649,,Ppho,48.41,-123.381,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_37,DFO3599B,,Ppho,48.426,-123.382,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_34,DFO3519,,Ppho,48.424,-123.383,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR139
false_32,DFO3406,,Ppho,48.413,-123.384,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
